Customer_ID,Nama,Usia,Pekerjaan,Penghasilan_Bulanan_Juta,Kemampuan_Teknologi,Kebutuhan_Bisnis,Beli_Windows,Tanggal_Registrasi
CUST10289,Qori Wulandari,51,Pengusaha,20.92,0.32,0.11,0,2025-09-04
CUST10290,Mahfud Saptono,18,Designer,10.88,0.22,0.36,1,2024-12-14
CUST10291,Samiah Saptono,30,Dosen,22.15,0.18,0.69,1,2025-10-03
CUST10292,Icha Najmudin,21,Pensiunan,2.83,0.51,0.17,0,2025-06-10
CUST10293,"R.M. Jefri Nababan, M.Farm",33,Mahasiswa,2.76,0.9,0.52,0,2025-10-03
CUST10294,"Pardi Kuswoyo, S.Psi",60,Koki,4.08,0.93,0.68,0,2025-09-04
CUST10295,Drs. Ilsa Sihotang,24,Freelancer,4.27,0.06,0.0,0,2025-03-30
CUST10296,"Puti Yance Zulkarnain, M.Pd",45,Konsultan,19.58,0.27,0.59,1,2025-10-16
CUST10297,"Indah Simbolon, S.H.",52,Wiraswasta,5.4,0.11,0.06,0,2025-05-13
CUST10298,Raharja Uwais,20,YouTuber,10.77,0.91,0.77,1,2025-09-09
CUST10299,"R. Ridwan Firmansyah, M.TI.",46,Perawat,9.02,0.07,0.54,0,2025-09-21
CUST10300,Mulyono Firgantoro,45,Wiraswasta,7.42,0.26,0.39,0,2025-01-03
CUST10301,Agus Pratama,36,Hotel Staff,5.45,0.54,0.31,0,2025-07-20
CUST10302,dr. Nrima Habibi,58,Manager,34.44,0.32,0.71,1,2025-06-28
CUST10303,"drg. Danuja Narpati, S.Psi",42,Akuntan,17.29,1.0,0.24,1,2024-12-04
CUST10304,"dr. Bella Palastri, M.Pd",46,Pensiunan,5.38,0.77,0.01,0,2025-02-16
CUST10305,Gatra Nababan,29,YouTuber,3.52,0.27,0.68,0,2025-08-05
CUST10306,Balamantri Permadi,57,Pengusaha,13.15,0.13,0.09,0,2025-02-19
CUST10307,Mujur Permata,48,Perawat,7.36,0.43,0.84,1,2025-07-08
CUST10308,Okta Laksita,20,Dokter,15.77,0.25,0.8,1,2025-03-09
CUST10309,Cut Janet Hakim,24,Driver Online,2.22,0.91,0.39,0,2025-09-07
CUST10310,Vivi Haryanto,27,Freelancer,4.07,0.85,0.04,0,2025-11-18
CUST10311,Wasis Novitasari,33,Perawat,6.39,0.54,0.52,0,2025-02-11
CUST10312,Galiono Hardiansyah,49,YouTuber,18.57,0.51,0.74,1,2025-09-23
CUST10313,Gamanto Ardianto,19,Content Creator,8.67,0.78,0.19,1,2025-06-03
CUST10314,"Ir. Rahmat Sihombing, S.Kom",47,Arsitek,34.76,0.34,0.64,1,2025-09-28
CUST10315,Gaman Siregar,60,Guru,5.57,0.87,0.84,0,2025-02-21
CUST10316,Bakti Damanik,28,Dokter,12.88,0.35,0.81,1,2025-09-07
CUST10317,Oskar Siregar,53,Blogger,13.86,0.19,0.36,0,2024-12-22
CUST10318,Cakrawala Sitompul,60,PNS,7.43,0.45,0.75,0,2025-02-08
CUST10319,Sutan Mitra Winarsih,35,Programmer,9.23,0.86,0.88,1,2025-05-30
CUST10320,"Dr. Gaiman Budiyanto, S.Pt",39,Peneliti,3.61,0.29,0.44,0,2024-12-21
CUST10321,Digdaya Nuraini,23,Engineer,9.67,0.33,0.93,1,2025-09-17
CUST10322,Dr. Zelaya Hastuti,57,Akuntan,7.26,0.35,0.51,0,2025-02-23
CUST10323,Patricia Sinaga,34,Peneliti,4.96,0.14,0.64,0,2025-05-10
CUST10324,Padma Siregar,49,Dosen,12.97,0.07,0.63,1,2025-11-16
CUST10325,"drg. Zaenab Suryono, S.Kom",30,Driver Online,4.05,0.89,0.37,0,2025-03-09
CUST10326,"dr. Jamil Mardhiyah, S.H.",26,Akuntan,17.63,0.27,0.87,1,2025-05-11
CUST10327,Muhammad Saragih,35,Designer,10.74,0.3,0.72,1,2025-10-04
CUST10328,Widya Mayasari,55,Content Creator,17.0,0.14,0.18,0,2024-12-10
CUST10329,Najib Salahudin,62,Karyawan Swasta,7.28,0.94,0.46,0,2025-09-03
CUST10330,"KH. Mulya Sihombing, S.Pt",63,Pengusaha,31.7,0.95,0.93,1,2025-07-31
CUST10331,Xanana Nashiruddin,23,Wiraswasta,7.16,0.41,0.7,0,2025-04-11
CUST10332,H. Marsito Damanik,56,Programmer,5.17,0.77,0.06,0,2025-09-13
CUST10333,"Tgk. Karen Lazuardi, S.Ked",47,Pensiunan,3.68,0.4,0.21,0,2025-03-31
CUST10334,Jamil Iswahyudi,52,Peneliti,3.49,0.61,0.71,0,2025-09-14
CUST10335,Juli Anggraini,47,Wiraswasta,5.06,0.43,0.31,0,2025-06-29
CUST10336,H. Marwata Nurdiyanti,45,Pengusaha,10.01,0.67,0.59,0,2025-01-19
CUST10337,Cindy Irawan,42,Konsultan,5.52,0.95,0.69,1,2025-05-17
CUST10338,Danu Halimah,43,Guru,7.75,0.11,0.74,0,2024-12-01
CUST10339,Umaya Mandala,32,Perawat,9.47,0.11,0.72,0,2025-09-12
CUST10340,Ina Tampubolon,54,Freelancer,3.08,0.63,0.91,1,2025-06-19
CUST10341,"Widya Astuti, S.T.",20,Designer,16.87,0.65,0.65,1,2025-10-28
CUST10342,KH. Kasim Gunawan,33,Perawat,8.66,0.69,0.59,1,2024-12-04
CUST10343,Lala Suryatmi,21,Driver Online,3.57,0.4,0.32,0,2024-12-30
CUST10344,"Harjasa Samosir, S.Psi",63,Konsultan,18.67,0.96,0.52,0,2025-02-22
CUST10345,Kasiran Irawan,18,Perawat,7.7,0.1,0.43,0,2025-11-16
CUST10346,Hasta Kusumo,56,Sales,6.03,0.42,0.98,0,2025-05-02
CUST10347,Gawati Widiastuti,30,Programmer,11.61,0.79,0.47,1,2025-07-20
CUST10348,Ade Simanjuntak,37,PNS,7.0,0.97,0.01,1,2024-11-27
CUST10349,Juli Hutasoit,29,Marketing,17.03,0.88,0.35,1,2025-07-18
CUST10350,Rafi Suryono,64,Driver Online,3.68,0.18,0.38,0,2025-04-05
CUST10351,Asirwanda Nugroho,39,PNS,3.17,0.54,0.46,0,2025-06-22
CUST10352,Puti Kuswandari,63,Perawat,5.38,0.96,0.98,0,2025-01-14
CUST10353,"R.A. Diana Hartati, M.Kom.",31,Guru,6.94,0.1,0.49,0,2025-10-08
CUST10354,Hj. Icha Hakim,24,Dosen,28.5,0.72,0.48,1,2025-10-06
CUST10355,Edison Hutapea,22,Guru,6.25,0.72,0.45,0,2025-03-27
CUST10356,Ratna Mandasari,53,Perawat,8.77,0.87,0.9,1,2025-05-05
CUST10357,Halima Napitupulu,18,PNS,4.11,0.11,0.17,0,2025-09-24
CUST10358,Danu Rahimah,23,Hotel Staff,4.59,0.61,0.43,1,2024-12-11
CUST10359,"R. Maimunah Nababan, M.Farm",59,Manager,28.49,0.45,0.5,0,2025-04-03
CUST10360,Drs. Atma Handayani,25,Driver Online,2.48,0.14,0.5,0,2025-01-05
CUST10361,"Sutan Halim Mulyani, S.E.I",62,Karyawan Swasta,9.18,0.1,0.89,0,2025-04-03
CUST10362,Danang Natsir,42,Pensiunan,5.46,0.61,0.34,0,2025-01-28
CUST10363,"Agnes Siregar, S.IP",24,Blogger,14.28,0.8,0.76,1,2025-03-08
CUST10364,Latif Mandasari,50,Koki,4.75,0.73,0.3,0,2025-02-21
CUST10365,Wakiman Marbun,42,Engineer,8.3,0.34,0.05,0,2025-04-18
CUST10366,"drg. Rahmat Usamah, S.IP",50,Freelancer,3.95,0.46,0.21,0,2024-11-24
CUST10367,Wadi Santoso,19,Sales,4.62,0.21,0.15,0,2025-09-04
CUST10368,Salwa Anggriawan,59,Wiraswasta,2.27,0.29,0.93,0,2025-04-23
CUST10369,"Sutan Niyaga Suryatmi, S.Pt",37,Marketing,10.92,0.26,0.17,0,2025-06-21
CUST10370,Jessica Januar,46,Guru,9.21,0.1,0.99,0,2025-04-08
CUST10371,"Caturangga Rajasa, S.T.",54,Programmer,16.44,0.7,0.28,1,2025-08-13
CUST10372,Galiono Rajasa,29,Konsultan,16.25,0.95,0.92,1,2025-05-25
CUST10373,"Umi Lestari, M.TI.",33,Sales,4.14,0.04,0.36,0,2025-05-14
CUST10374,"Rahayu Yolanda, S.E.I",23,Konsultan,19.78,0.89,0.49,1,2025-07-23
CUST10375,"Ika Halim, M.Kom.",27,Guru,5.96,0.18,0.68,0,2025-05-09
CUST10376,Amalia Putra,41,Peneliti,2.3,0.48,0.44,0,2025-10-17
CUST10377,Wulan Pratama,49,Karyawan Swasta,8.04,0.33,0.29,0,2025-09-23
CUST10378,Maryanto Adriansyah,47,Akuntan,12.23,0.12,0.37,0,2025-10-31
CUST10379,Jamalia Pangestu,58,Hotel Staff,6.93,0.78,0.22,0,2025-04-02
CUST10380,"Dewi Nugroho, M.Kom.",59,Dokter,26.12,0.96,0.98,1,2025-10-18
CUST10381,Tgk. Saiful Hastuti,50,Content Creator,21.73,0.78,0.95,1,2025-11-07
CUST10382,Restu Padmasari,49,Content Creator,24.16,0.36,0.92,1,2025-02-17
CUST10383,Gamani Marbun,48,Marketing,12.45,0.17,1.0,0,2025-08-18
CUST10384,Jasmani Rajata,64,Manager,30.43,0.36,0.61,1,2025-04-19
CUST10385,Ir. Lembah Ardianto,38,Guru,7.12,0.13,0.08,0,2025-11-03
CUST10386,Widya Usamah,34,Peneliti,2.9,0.85,0.49,0,2025-01-10
CUST10387,Padma Farida,54,Dokter,31.18,0.95,0.75,1,2025-08-04
CUST10388,Uli Megantara,34,Guru,4.5,0.52,0.05,0,2024-12-01
CUST10389,Nugraha Halimah,49,Wiraswasta,7.9,0.33,0.91,0,2025-02-10
CUST10390,Galuh Damanik,63,Sales,8.29,0.63,0.94,0,2025-10-29
CUST10391,"Puti Diah Pradipta, S.T.",41,Marketing,18.92,0.34,0.83,0,2025-09-20
CUST10392,Yono Nuraini,29,YouTuber,4.45,0.43,0.42,0,2025-08-22
CUST10393,"Drs. Dariati Tarihoran, S.Pt",43,Dokter,32.89,0.36,0.05,1,2025-05-09
CUST10394,Bahuwirya Aryani,18,Peneliti,3.52,0.07,0.65,0,2025-08-30
CUST10395,Ir. Irfan Wahyuni,21,Marketing,18.98,0.15,0.31,0,2025-09-20
CUST10396,"Zelda Nuraini, S.H.",38,Dokter,20.15,0.6,0.0,1,2025-01-21
CUST10397,Natalia Prasasta,51,Content Creator,10.4,0.14,0.84,0,2025-11-23
CUST10398,Lasmono Napitupulu,19,Hotel Staff,9.47,0.55,0.09,0,2025-06-28
CUST10399,T. Cahyono Lailasari,41,Konsultan,14.48,0.79,0.23,0,2025-04-04
CUST10400,Caket Hidayanto,52,Dokter,22.45,0.16,0.25,0,2025-08-15
CUST10401,Bakiadi Natsir,29,Marketing,13.21,0.1,0.97,1,2024-12-06
CUST10402,Harimurti Novitasari,41,YouTuber,24.54,0.25,0.39,1,2025-03-09
CUST10403,"Ratna Ardianto, M.Farm",60,Content Creator,23.8,0.94,0.32,1,2025-06-09
CUST10404,Shakila Mustofa,54,PNS,7.09,0.83,0.01,0,2025-05-08
CUST10405,"Usyi Haryanto, S.E.",28,Dosen,10.32,0.81,0.35,1,2025-02-28
CUST10406,"Iriana Fujiati, S.H.",18,Freelancer,4.12,0.21,0.05,0,2025-08-26
CUST10407,Cut Jessica Pangestu,64,Peneliti,3.56,0.61,0.37,0,2025-08-05
CUST10408,Zizi Puspasari,28,Manager,28.07,0.61,0.8,1,2025-03-31
CUST10409,"Elisa Wasita, M.Kom.",53,Perawat,9.91,0.26,0.76,0,2025-11-12
CUST10410,"drg. Amelia Natsir, M.TI.",42,Wiraswasta,2.26,0.3,0.72,0,2025-01-02
CUST10411,Kardi Prasetyo,61,Karyawan Swasta,9.2,0.41,0.13,0,2025-08-09
CUST10412,Ani Suwarno,57,Designer,6.29,0.19,0.06,0,2025-10-17
CUST10413,Diana Nasyiah,23,Mahasiswa,4.48,0.95,0.16,0,2024-12-22
CUST10414,"Tgk. Yuni Kuswandari, S.E.",26,Driver Online,2.43,0.22,0.82,0,2025-09-25
CUST10415,"Farhunnisa Wahyudin, M.Kom.",35,PNS,7.6,0.49,0.73,0,2025-01-01
CUST10416,Kasiyah Mustofa,18,Wiraswasta,4.33,0.75,0.18,0,2025-09-13
CUST10417,Rachel Maryati,56,Wiraswasta,3.17,0.14,0.59,0,2025-07-13
CUST10418,"Dipa Rajasa, S.Farm",58,Peneliti,2.91,0.88,0.42,0,2025-02-16
CUST10419,Ir. Waluyo Prastuti,20,Blogger,9.66,0.9,0.51,1,2025-07-03
CUST10420,Jati Firgantoro,24,Koki,5.58,0.83,0.33,1,2025-03-19
CUST10421,"Tgk. Dinda Hassanah, S.E.",24,Dosen,16.46,0.88,0.21,0,2025-10-12
CUST10422,Victoria Hasanah,50,Driver Online,4.07,0.24,0.22,0,2025-11-23
CUST10423,"Puti Pia Salahudin, S.Pd",26,PNS,3.7,0.3,0.44,0,2025-04-24
CUST10424,Vicky Uwais,40,Manager,26.73,0.9,0.05,1,2025-05-11
CUST10425,Alika Yuliarti,39,Konsultan,18.64,0.82,0.13,0,2025-03-02
CUST10426,Saadat Rahmawati,29,Driver Online,1.77,0.66,0.45,1,2025-07-29
CUST10427,"Drs. Putri Mangunsong, S.E.I",37,Dokter,29.95,0.82,0.41,1,2025-03-24
CUST10428,Tomi Maryadi,47,Konsultan,5.38,0.86,0.46,0,2025-01-16
CUST10429,"Ir. Betania Prasetya, S.Kom",48,Driver Online,2.6,0.68,0.84,1,2024-12-16
CUST10430,"Sutan Karma Wastuti, M.Kom.",34,Koki,7.24,0.79,0.21,0,2025-07-26
CUST10431,Wisnu Yuniar,50,Sales,5.91,0.35,0.35,0,2025-01-16
CUST10432,Vera Natsir,21,Driver Online,1.88,0.6,0.32,0,2025-03-08
CUST10433,R. Zaenab Hasanah,41,Hotel Staff,3.52,0.89,1.0,0,2025-02-01
CUST10434,Edi Saragih,46,Marketing,9.19,0.59,0.95,1,2025-03-07
CUST10435,Tantri Januar,27,Peneliti,6.78,0.31,0.99,1,2025-04-26
CUST10436,H. Sidiq Widodo,49,Programmer,9.16,0.35,0.86,1,2025-04-20
CUST10437,Jane Lestari,46,Guru,6.4,0.74,0.49,0,2025-07-08
CUST10438,"Laras Sitorus, S.Farm",33,Guru,7.98,0.69,0.19,0,2025-05-10
CUST10439,Irma Puspita,19,Dosen,14.67,0.38,0.35,0,2024-12-19
CUST10440,"T. Edi Hutagalung, S.I.Kom",28,Mahasiswa,3.65,0.17,0.2,0,2025-04-03
CUST10441,Dr. Kayla Nasyiah,39,Konsultan,5.27,0.61,0.21,0,2025-01-05
CUST10442,Dodo Andriani,33,Mahasiswa,1.62,0.37,0.38,0,2025-06-25
CUST10443,Purwanto Utama,63,Marketing,7.62,0.76,0.44,0,2025-07-30
CUST10444,"R.A. Vicky Hutagalung, S.Pt",55,Sales,4.39,0.33,0.12,0,2025-06-17
CUST10445,"Rahmi Suwarno, S.H.",27,Sales,6.27,0.09,0.25,0,2025-07-03
CUST10446,Ulva Aryani,48,Blogger,19.68,0.1,0.21,0,2025-08-20
CUST10447,Dt. Daru Yolanda,62,Marketing,11.74,0.26,0.63,0,2025-05-07
CUST10448,Darijan Oktaviani,47,Koki,3.49,0.07,0.1,0,2025-02-19
CUST10449,Puti Tania Saptono,18,Dosen,34.9,0.14,0.44,1,2025-04-01
CUST10450,Najib Wacana,18,Hotel Staff,9.09,0.21,0.39,0,2025-07-28
CUST10451,Eka Najmudin,30,Programmer,17.61,0.17,0.01,0,2025-10-05
CUST10452,Azalea Hassanah,61,Marketing,7.95,0.48,0.49,0,2025-06-24
CUST10453,Lembah Prasasta,24,Perawat,8.85,0.8,0.65,1,2025-07-05
CUST10454,"KH. Heru Nuraini, S.I.Kom",51,Engineer,7.3,0.16,0.71,0,2025-01-12
CUST10455,Salimah Nuraini,48,Dosen,29.27,0.77,1.0,1,2025-02-09
CUST10456,Puti Nabila Waskita,35,Mahasiswa,1.65,0.26,0.96,0,2025-08-19
CUST10457,Panji Saputra,31,Marketing,11.32,0.24,0.17,0,2025-03-22
CUST10458,Cemeti Anggriawan,29,Peneliti,3.22,0.4,0.58,1,2025-03-16
CUST10459,Tami Usada,49,Freelancer,2.69,0.76,0.09,0,2025-09-28
CUST10460,"drg. Chelsea Marpaung, S.I.Kom",18,Sales,8.2,0.67,0.13,0,2025-04-15
CUST10461,Padma Wacana,29,Sales,8.76,0.46,0.18,0,2025-06-19
CUST10462,"Eko Fujiati, S.Psi",61,Dokter,12.38,0.79,0.37,0,2025-05-12
CUST10463,Warsa Utama,56,Arsitek,21.36,0.62,0.77,1,2025-02-18
CUST10464,"Sari Susanti, M.Ak",57,Dosen,18.93,0.04,0.73,0,2025-10-23
CUST10465,Puti Jessica Nuraini,24,Konsultan,18.69,0.53,0.38,1,2025-10-26
CUST10466,Rini Saptono,27,Peneliti,2.98,0.35,0.14,0,2025-02-24
CUST10467,Kartika Saragih,32,Koki,4.46,0.7,0.61,0,2025-10-18
CUST10468,Vinsen Saragih,22,Konsultan,5.93,0.39,0.24,0,2025-07-22
CUST10469,Drs. Kunthara Hutasoit,37,Pengusaha,33.65,0.1,0.87,1,2025-08-11
CUST10470,"Kasusra Puspasari, S.H.",50,Freelancer,2.24,0.44,0.52,0,2025-03-05
CUST10471,Umi Siregar,46,Manager,21.58,0.54,0.31,0,2025-07-15
CUST10472,Ajimin Nuraini,24,Marketing,5.12,0.95,0.82,1,2025-05-25
CUST10473,Olga Rahayu,42,Wiraswasta,3.64,0.47,0.49,0,2025-10-13
CUST10474,Hani Laksmiwati,35,Content Creator,18.01,0.79,0.92,1,2025-09-10
CUST10475,Rahmi Namaga,56,Wiraswasta,7.12,0.62,0.77,0,2025-04-21
CUST10476,Sutan Bagiya Wulandari,52,YouTuber,16.88,0.32,0.79,0,2025-04-18
CUST10477,Hari Zulkarnain,57,Engineer,7.45,0.75,0.76,1,2025-10-09
CUST10478,"Sutan Gandewa Wulandari, S.T.",33,Pengusaha,30.88,0.61,0.84,1,2025-04-17
CUST10479,Mumpuni Sihombing,42,Hotel Staff,9.86,0.95,0.44,0,2025-06-13
CUST10480,Ulya Ardianto,46,Hotel Staff,4.54,0.0,0.11,0,2025-01-03
CUST10481,Rafid Susanti,47,Manager,25.41,0.42,0.65,1,2024-12-15
CUST10482,Dt. Lantar Pratiwi,57,Designer,15.4,0.59,0.46,1,2025-07-28
CUST10483,Prasetya Purwanti,40,Dosen,10.12,0.7,0.66,1,2025-09-21
CUST10484,Maria Hardiansyah,39,Konsultan,17.52,0.19,0.17,0,2025-06-20
CUST10485,Karman Mulyani,47,Driver Online,1.21,0.89,0.85,1,2025-03-30
CUST10486,"Karimah Wasita, M.TI.",41,PNS,2.88,0.97,0.96,1,2025-09-26
CUST10487,Rachel Waluyo,37,Peneliti,4.32,0.79,0.37,0,2024-12-05
CUST10488,Umi Kurniawan,29,Pensiunan,4.42,0.13,0.48,0,2025-04-29
CUST10489,Galak Ardianto,55,Karyawan Swasta,4.96,0.36,0.06,0,2025-05-03
CUST10490,Nadia Suwarno,21,Engineer,7.75,0.81,0.09,0,2025-09-30
CUST10491,"Balidin Puspita, S.I.Kom",31,Dokter,26.16,0.19,0.89,1,2025-11-16
CUST10492,Omar Uwais,30,Engineer,11.99,0.48,0.57,1,2025-08-25
CUST10493,Waluyo Safitri,38,Guru,9.96,0.13,0.01,0,2025-05-11
CUST10494,Dr. Aslijan Samosir,51,Driver Online,2.1,0.55,0.25,0,2025-06-21
CUST10495,"Umar Gunarto, S.Farm",37,Driver Online,2.84,0.02,0.49,0,2025-07-04
CUST10496,"Paiman Maulana, S.E.I",50,Perawat,5.02,0.42,0.13,0,2025-03-14
CUST10497,Drs. Nalar Santoso,20,YouTuber,3.83,0.64,0.66,1,2025-04-30
CUST10498,"H. Harsana Yuniar, S.IP",49,PNS,6.82,0.23,0.6,1,2025-06-20
CUST10499,dr. Paulin Mangunsong,19,Designer,11.01,0.62,0.85,1,2025-07-24
CUST10500,"T. Kenzie Dongoran, M.Ak",63,Designer,10.96,0.53,0.6,1,2025-06-11
CUST10501,Violet Melani,40,Sales,8.35,0.19,0.51,0,2024-11-27
CUST10502,Alika Puspasari,55,Marketing,16.38,0.89,0.49,0,2025-09-14
CUST10503,Melinda Lailasari,34,Pengusaha,19.12,0.14,0.51,1,2025-11-16
CUST10504,Balidin Yuniar,42,Manager,23.94,0.12,0.16,0,2025-02-23
CUST10505,Tgk. Oliva Zulkarnain,52,Peneliti,4.29,0.74,0.76,0,2025-08-22
CUST10506,"Lantar Yulianti, S.Kom",31,Hotel Staff,5.04,0.45,0.16,0,2025-10-26
CUST10507,Kasusra Sihombing,45,Marketing,8.93,0.42,0.34,0,2025-02-18
CUST10508,Mariadi Yuliarti,56,Manager,27.66,0.61,0.84,1,2025-01-30
CUST10509,Narji Santoso,55,Hotel Staff,3.01,0.59,0.42,0,2025-01-25
CUST10510,Sarah Nasyiah,27,Sales,3.65,0.24,0.18,0,2025-05-23
CUST10511,Adhiarja Sihombing,33,Arsitek,28.01,0.6,0.18,1,2024-12-11
CUST10512,Nrima Widiastuti,20,Perawat,3.22,0.63,0.21,0,2024-11-24
CUST10513,Gading Purwanti,28,Programmer,9.41,0.96,0.59,1,2025-05-05
CUST10514,Cahyadi Pratama,31,Engineer,16.24,0.26,0.15,0,2025-08-04
CUST10515,Prabu Farida,52,Perawat,7.52,0.16,0.36,0,2024-11-30
CUST10516,Azalea Winarsih,26,Content Creator,5.18,0.82,0.74,1,2025-04-03
CUST10517,"Rendy Saptono, S.Farm",47,Peneliti,6.9,0.76,0.4,1,2025-07-17
CUST10518,Luthfi Yuniar,61,Perawat,4.05,0.07,0.23,0,2025-07-05
CUST10519,Bakidin Haryanti,65,Mahasiswa,3.38,0.09,0.58,0,2025-04-20
CUST10520,Yani Januar,51,Hotel Staff,9.15,0.22,0.84,1,2025-01-09
CUST10521,Aditya Maryati,28,Koki,7.48,0.84,0.38,0,2025-02-28
CUST10522,Ella Usada,38,Dokter,10.25,0.65,0.45,1,2024-12-19
CUST10523,Gangsa Winarno,31,Marketing,5.44,0.27,0.97,0,2025-05-03
CUST10524,Maya Uwais,49,Koki,6.32,0.94,0.63,0,2025-05-03
CUST10525,"Yulia Halimah, S.IP",35,YouTuber,15.01,0.56,0.59,1,2025-09-24
CUST10526,Maida Wulandari,64,Akuntan,14.76,0.91,0.45,0,2025-01-31
CUST10527,"Endah Hariyah, S.Pd",35,Dokter,16.87,0.93,0.82,1,2024-12-23
CUST10528,Kamila Hastuti,57,Programmer,6.71,0.35,0.92,1,2025-11-19
CUST10529,Kusuma Wulandari,51,Arsitek,10.77,0.83,0.2,0,2025-01-03
CUST10530,Septi Yulianti,45,Perawat,8.04,0.01,0.1,0,2025-05-05
CUST10531,"Kacung Sitompul, S.E.",20,Mahasiswa,2.81,0.57,0.9,1,2025-01-29
CUST10532,Belinda Thamrin,65,Content Creator,18.99,0.29,0.26,0,2025-05-22
CUST10533,"drg. Septi Damanik, S.Pd",27,Arsitek,29.63,0.13,0.55,1,2025-01-12
CUST10534,Jumadi Manullang,43,PNS,3.05,0.26,0.04,0,2025-10-20
CUST10535,Lalita Riyanti,56,Koki,4.01,0.9,0.28,0,2024-12-18
CUST10536,"Gawati Lailasari, S.T.",52,Peneliti,5.55,0.34,0.56,0,2025-02-01
CUST10537,Ir. Irma Jailani,58,Sales,9.17,0.74,0.01,0,2025-08-26
CUST10538,Pangeran Sinaga,28,Konsultan,16.48,0.43,0.34,1,2025-08-07
CUST10539,Febi Sihombing,19,Designer,8.76,0.71,0.92,1,2025-06-02
CUST10540,Lutfan Saputra,50,Peneliti,3.72,0.64,0.59,0,2025-09-09
CUST10541,Taswir Hasanah,60,Manager,15.12,0.96,0.45,0,2025-08-29
CUST10542,"Dr. Banara Tampubolon, M.Ak",42,Manager,10.94,0.73,0.02,0,2025-07-03
CUST10543,Malika Riyanti,44,Driver Online,3.08,0.64,0.92,1,2025-06-25
CUST10544,Umar Budiman,27,Marketing,14.44,0.05,0.62,0,2025-09-29
CUST10545,"Eko Utama, S.Gz",40,Wiraswasta,4.76,0.54,0.95,0,2025-03-10
CUST10546,Murti Maryadi,64,Pengusaha,25.14,0.85,0.06,0,2025-09-30
CUST10547,"Faizah Jailani, S.Ked",19,Hotel Staff,9.82,0.98,0.57,1,2025-07-28
CUST10548,"Lintang Yuniar, M.M.",36,Programmer,15.12,0.85,0.22,1,2025-05-24
CUST10549,Uli Kuswoyo,42,PNS,3.26,0.36,0.56,0,2025-05-16
CUST10550,Baktiono Wibisono,44,Engineer,18.79,0.79,0.95,1,2025-08-12
CUST10551,dr. Kambali Usada,51,Akuntan,10.19,0.9,0.89,1,2025-04-23
CUST10552,Sutan Prayitna Wibisono,25,Freelancer,2.71,0.99,0.4,0,2025-10-31
CUST10553,Talia Mandasari,18,Programmer,13.76,0.73,0.1,1,2025-07-26
CUST10554,Hesti Saefullah,45,Hotel Staff,8.67,0.85,0.85,1,2025-02-17
CUST10555,"Raden Halimah, S.Sos",48,Akuntan,15.69,0.13,0.57,0,2025-04-30
CUST10556,Ciaobella Mardhiyah,61,Dokter,31.38,0.26,0.63,0,2025-11-07
CUST10557,Shakila Thamrin,38,Content Creator,16.77,0.33,0.25,1,2025-06-26
CUST10558,"Wadi Putra, S.Pd",27,Designer,13.99,0.27,0.93,1,2025-03-15
CUST10559,"Salsabila Uyainah, M.Pd",35,Engineer,8.42,0.25,0.97,1,2025-09-01
CUST10560,"Lasmono Gunawan, S.I.Kom",54,Driver Online,3.68,0.49,0.53,0,2025-01-16
CUST10561,Kusuma Zulkarnain,24,Marketing,9.7,0.72,0.62,1,2025-04-30
CUST10562,"dr. Michelle Kusumo, M.M.",47,Wiraswasta,2.25,0.15,0.84,0,2024-12-19
CUST10563,Restu Yuniar,41,Manager,14.07,0.86,0.42,0,2025-03-28
CUST10564,R. Artawan Marbun,21,Engineer,10.72,0.15,0.49,0,2025-07-31
CUST10565,Vicky Widiastuti,47,Dokter,10.94,0.25,0.06,0,2025-11-14
CUST10566,R. Ciaobella Tampubolon,51,Freelancer,1.98,0.63,0.34,0,2025-02-11
CUST10567,Ilyas Hutasoit,25,Designer,14.53,0.72,0.82,1,2024-12-16
CUST10568,Eman Hutasoit,42,Akuntan,11.74,0.59,0.6,0,2024-12-04
CUST10569,"Ajiono Wahyudin, S.Sos",19,YouTuber,7.74,0.88,0.93,1,2025-11-12
CUST10570,Daru Oktaviani,54,Marketing,16.63,0.89,0.52,0,2025-07-11
CUST10571,Cakrawala Maulana,37,Guru,3.8,0.55,0.87,0,2025-06-22
CUST10572,"Genta Sitompul, S.Gz",59,Wiraswasta,6.05,0.96,0.41,0,2025-09-24
CUST10573,"Gilang Zulkarnain, S.Farm",43,Arsitek,22.95,0.45,0.28,0,2025-10-09
CUST10574,Devi Sihombing,51,Dosen,26.89,0.06,0.78,0,2025-08-28
CUST10575,Tgk. Ella Adriansyah,51,Manager,21.56,0.88,0.3,0,2025-08-14
CUST10576,"dr. Farah Irawan, S.Gz",58,Konsultan,15.32,0.73,0.84,1,2025-04-10
CUST10577,Unjani Permadi,31,Marketing,5.81,0.58,0.28,1,2025-04-01
CUST10578,Timbul Hastuti,23,Pensiunan,3.34,0.89,0.55,0,2025-07-03
CUST10579,"Adikara Hutapea, M.Pd",55,Guru,4.75,0.89,0.53,0,2025-09-27
CUST10580,Tgk. Elvina Hasanah,53,Arsitek,31.84,0.71,0.78,0,2025-03-01
CUST10581,Salimah Prastuti,24,Manager,22.53,0.65,0.92,1,2024-12-25
CUST10582,R.A. Gilda Kurniawan,39,Dosen,25.68,0.55,0.35,1,2025-02-22
CUST10583,Devi Pranowo,53,Perawat,5.86,0.65,0.88,0,2025-09-04
